time,open,high,low,close,diff,%,,,
2011/6/27,57.5,59.8,57.2,59.7,2.2,0.038,2%,128,128
2011/7/4,59.9,60.7,59.75,60.05,0.15,0.003,1%,238,110
2011/7/11,59.85,59.95,58.45,59.2,-0.65,-0.011,0%,392,154
2011/7/18,59.15,61.15,58.4,61,1.85,0.031,-1%,531,139
2011/7/25,60.5,61.45,59.9,59.9,-0.6,-0.01,-2%,612,81
2011/8/1,60.5,60.5,54.45,54.45,-6.05,-0.1,,91,91
2011/8/8,54.3,54.85,50.4,53.55,-0.75,-0.014,,,
2011/8/15,54.2,55,51.1,51.1,-3.1,-0.057,,,
2011/8/22,51.3,53.4,51.05,53.05,1.75,0.034,,,
2011/8/29,53.1,56.1,53.1,55.15,2.05,0.039,,,
2011/9/5,53.95,54.75,52.3,54.15,0.2,0.004,,,
2011/9/12,53.6,54.15,51.3,54.1,0.5,0.009,,,
2011/9/19,53.85,53.95,49.93,50.35,-3.5,-0.065,,,
2011/9/26,50.25,51.9,49.3,51.65,1.4,0.028,,,
2011/10/3,50.75,52.15,49.5,51.55,0.8,0.016,,,
2011/10/10,52.75,53.2,52.45,52.45,-0.3,-0.006,,,
2011/10/17,53.1,53.45,51.55,51.95,-1.15,-0.022,,,
2011/10/24,52.45,53.7,51.3,52.4,-0.05,-0.001,,,
2011/10/31,52.8,52.95,51.45,52.3,-0.5,-0.009,,,
2011/11/7,52.3,52.85,50.2,50.9,-1.4,-0.027,,,
2011/11/14,51.75,52.3,50.25,50.3,-1.45,-0.028,,,
2011/11/21,49.9,49.9,47.05,47.44,-2.46,-0.049,,,
2011/11/28,48.08,50.6,47.75,49.82,1.74,0.036,,,
2011/12/5,49.82,49.82,48,48.24,-1.58,-0.032,,,
2011/12/12,48.94,49.09,47.45,47.7,-1.24,-0.025,,,
2011/12/19,47.4,50.25,46.61,50,2.6,0.055,,,
2011/12/26,50,50.15,49.22,49.81,-0.19,-0.004,,,
2012/1/2,49.45,50.25,48.94,50,0.55,0.011,,,
2012/1/9,49.9,51.25,49.63,50.85,0.95,0.019,,,
2012/1/16,51.05,51.1,49.75,50.4,-0.65,-0.013,,,
2012/1/30,51.4,53.05,51.4,53.05,1.65,0.032,,,
2012/2/6,53.5,54.55,53.05,53.95,0.45,0.008,,,
2012/2/13,54,55.2,53.6,54.75,0.75,0.014,,,
2012/2/20,54.8,55.1,54,54.75,-0.05,-0.001,,,
2012/2/27,55.25,56.2,55.25,55.6,0.35,0.006,,,
2012/3/5,55.3,55.35,54,54.95,-0.35,-0.006,,,
2012/3/12,55,56.2,54.35,55.4,0.4,0.007,,,
2012/3/19,55.45,55.75,54.7,55.45,0,0,,,
2012/3/26,55,55.85,54.2,54.9,-0.1,-0.002,,,
2012/4/2,54.9,54.9,53.05,53.75,-1.15,-0.021,,,
2012/4/9,53,54.05,52.7,53.95,0.95,0.018,,,
2012/4/16,53.45,53.9,52.3,52.35,-1.1,-0.021,,,
2012/4/23,52.3,53.05,51.85,52.2,-0.1,-0.002,,,
2012/4/30,52.1,53.35,51.65,53.2,1.1,0.021,,,
2012/5/7,52.45,52.45,51.05,51.15,-1.3,-0.025,,,
2012/5/14,51.3,51.3,49.62,49.67,-1.63,-0.032,,,
2012/5/21,49.95,50.4,48.95,49.01,-0.94,-0.019,,,
2012/5/28,49.01,50.8,48.85,49.15,0.14,0.003,,,
2012/6/4,48.2,49.12,47.45,48,-0.2,-0.004,,,
2012/6/11,48.86,49.4,48.1,49.4,0.54,0.011,,,
2012/6/18,50.4,50.5,49.2,49.56,-0.84,-0.017,,,
2012/6/25,49.04,50.3,48.85,50.2,1.16,0.024,,,
2012/7/2,50.5,51.75,50.3,51,0.5,0.01,,,
2012/7/9,50.8,51.05,49.35,49.5,-1.3,-0.026,,,
2012/7/16,49.75,50.3,49.18,50.15,0.4,0.008,,,
2012/7/23,49.65,49.95,48.51,49.92,0.27,0.005,,,
2012/7/30,50,51.3,50,50.9,0.9,0.018,,,
2012/8/6,51.9,53.05,51.4,52.8,0.9,0.017,,,
2012/8/13,53,53.55,52.95,52.95,-0.05,-0.001,,,
2012/8/20,52.85,53.8,52.55,53.1,0.25,0.005,,,
2012/8/27,53.45,53.55,52.4,52.75,-0.7,-0.013,,,
2012/9/3,52.7,53.3,51.9,52.95,0.25,0.005,,,
2012/9/10,52.95,55.6,52.9,55.5,2.55,0.048,,,
2012/9/17,55.5,55.8,55.1,55.45,-0.05,-0.001,,,
2012/9/24,55.3,55.7,54.75,55.15,-0.15,-0.003,,,
2012/10/1,55,55.35,54.5,55.1,0.1,0.002,,,
2012/10/8,55,55.05,52.9,53.15,-1.85,-0.034,,,
2012/10/15,53.05,53.9,53,53.25,0.2,0.004,,,
2012/10/22,52.6,53.1,49.87,49.91,-2.69,-0.051,,,
2012/10/29,49.99,50.7,49.6,50.7,0.71,0.014,,,
2012/11/5,50.55,51.3,50.25,51.1,0.55,0.011,,,
2012/11/12,51.3,51.3,49.5,49.94,-1.36,-0.027,,,
2012/11/19,50.3,51.8,49.7,51.7,1.4,0.028,,,
2012/11/26,51.8,53.7,51.8,53.55,1.75,0.034,,,
2012/12/3,53.55,54.05,53.05,53.9,0.35,0.007,,,
2012/12/10,53.9,54.8,53.3,54.2,0.3,0.006,,,
2012/12/17,54.2,54.2,52.4,52.8,-1.4,-0.026,,,
2012/12/24,52.9,53.95,52.65,53.8,0.9,0.017,,,
2012/12/31,54,55.05,53.9,54.5,0.5,0.009,,,
2013/1/7,54.55,54.8,53.65,54.45,-0.1,-0.002,,,
2013/1/14,54,54.5,53.2,53.95,-0.05,-0.001,,,
2013/1/21,53.95,54.3,53.2,53.5,-0.45,-0.008,,,
2013/1/28,53.7,54.85,53.65,54.8,1.1,0.02,,,
2013/2/4,54.85,55.5,54.85,55.4,0.55,0.01,,,
2013/2/18,55.5,56.2,55.35,55.5,0,0,,,
2013/2/25,55.8,55.8,54.95,55.4,-0.4,-0.007,,,
2013/3/4,55.4,55.9,54.7,55.8,0.4,0.007,,,
2013/3/11,55.8,56.1,55.2,55.2,-0.6,-0.011,,,
2013/3/18,55,55,54.15,54.15,-0.85,-0.015,,,
2013/3/25,54.75,55.15,54.4,55.1,0.35,0.006,,,
2013/4/1,55.1,55.2,54.7,55,-0.1,-0.002,,,
2013/4/8,54.45,54.5,53.6,54.35,-0.1,-0.002,,,
2013/4/15,54.25,55.5,53.45,55.45,1.2,0.022,,,
2013/4/22,55.55,56.2,54.95,55.85,0.3,0.005,,,
2013/4/29,55.9,57,55.75,56.65,0.75,0.013,,,
2013/5/6,57,58.45,56.8,57.9,0.9,0.016,,,
2013/5/13,57.9,58.9,57.6,58.4,0.5,0.009,,,
2013/5/20,58.3,58.7,56.6,56.85,-1.45,-0.025,,,
2013/5/27,56.8,57.8,56.8,56.95,0.15,0.003,,,
2013/6/3,56.45,56.8,55.75,56.05,-0.4,-0.007,,,
2013/6/10,56.55,56.7,54.7,54.8,-1.75,-0.031,,,
2013/6/17,54.85,55.5,53.25,53.6,-1.25,-0.023,,,
2013/6/24,53.4,55.1,52.95,55.1,1.7,0.032,,,
2013/7/1,54.8,56.05,54.8,56.05,1.25,0.023,,,
2013/7/8,56.05,57.4,54.95,57.35,1.3,0.023,,,
2013/7/15,57.35,57.75,55.75,55.95,-1.4,-0.024,,,
2013/7/22,56.15,57.4,56.1,56.9,0.75,0.013,,,
2013/7/29,56.7,57.15,56.05,56.55,-0.15,-0.003,,,
2013/8/5,56.5,56.8,54.65,54.85,-1.65,-0.029,,,
2013/8/12,55,55.55,54.5,55.25,0.25,0.005,,,
2013/8/19,55.05,55.15,53.85,54.85,-0.2,-0.004,,,
2013/8/26,55,55.85,54.3,55.85,0.85,0.015,,,
2013/9/2,55.95,57.05,55.9,57,1.05,0.019,,,
2013/9/9,57,57.7,56.7,57.1,0.1,0.002,,,
2013/9/16,57.45,58,57.45,57.55,0.1,0.002,,,
2013/9/23,57.55,58.15,57.2,57.4,-0.15,-0.003,,,
2013/9/30,57,58.8,56.75,58.45,1.45,0.025,,,
2013/10/7,58.15,58.95,57.8,58.45,0.3,0.005,,,
2013/10/14,58.4,59.1,57.95,59.05,0.65,0.011,,,
2013/10/21,59.05,59.15,56.85,57.1,-1.95,-0.033,,,
2013/10/28,57.15,58.1,57.1,57.6,0.45,0.008,,,
2013/11/4,57.4,57.4,56.35,56.45,-0.95,-0.017,,,
2013/11/11,56.45,56.6,55.65,56.15,-0.3,-0.005,,,
2013/11/18,56.35,56.85,55.4,55.5,-0.85,-0.015,,,
2013/11/25,56.15,57.7,56,57.55,1.4,0.025,,,
2013/12/2,57.6,57.7,56.9,57.15,-0.45,-0.008,,,
2013/12/9,57.55,58.3,57.05,57.35,-0.2,-0.003,,,
2013/12/16,57.25,57.55,56.7,57.45,0.2,0.003,,,
2013/12/23,57.55,58.4,57.55,58.3,0.75,0.013,,,
2013/12/30,58.35,59.05,57.7,57.85,-0.5,-0.009,,,
2014/1/6,57.75,57.95,57.4,57.55,-0.2,-0.003,,,
2014/1/13,58,58.75,57.6,58.65,0.65,0.011,,,
2014/1/20,58.4,58.85,58.3,58.65,0.25,0.004,,,
2014/1/27,58.1,58.2,57.45,57.6,-0.5,-0.009,,,
2014/2/5,56.4,56.7,55.6,56.6,0.2,0.004,,,
2014/2/10,56.9,58.2,56.6,57.95,1.05,0.018,,,
2014/2/17,58.1,58.45,57.6,58.2,0.1,0.002,,,
2014/2/24,58.4,58.5,57.8,58.3,-0.1,-0.002,,,
2014/3/3,57.8,59.8,57.5,59.4,1.6,0.028,,,
2014/3/10,59.3,59.8,58.75,59.15,-0.15,-0.003,,,
2014/3/17,59.15,59.5,58.3,58.5,-0.65,-0.011,,,
2014/3/24,58.45,60.1,58.25,59.9,1.45,0.025,,,
2014/3/31,60.05,61.15,59.9,60.65,0.6,0.01,,,
2014/4/7,60.4,61.3,60.3,61.15,0.75,0.012,,,
2014/4/14,61.1,61.9,60.9,61.55,0.45,0.007,,,
2014/4/21,61.45,62.05,60.6,60.7,-0.75,-0.012,,,
2014/4/28,60.3,61.65,60.3,61.3,1,0.017,,,
2014/5/5,61.55,61.85,61,61.45,-0.1,-0.002,,,
2014/5/12,61.5,61.85,61.1,61.85,0.35,0.006,,,
2014/5/19,61.85,62.9,61.75,62.75,0.9,0.015,,,
2014/5/26,62.85,63.8,62.85,63.1,0.25,0.004,,,
2014/6/3,63.15,63.75,62.8,63.55,0.4,0.006,,,
2014/6/9,63.6,64.3,63.6,63.85,0.25,0.004,,,
2014/6/16,63.85,65.1,63.6,64.75,0.9,0.014,,,
2014/6/23,64.8,65.4,64.5,65.35,0.55,0.008,,,
2014/6/30,65.3,67.9,65.2,67.7,2.4,0.037,,,
2014/7/7,67.5,68.7,67.3,68.3,0.8,0.012,,,
2014/7/14,68.25,69.05,67,67.5,-0.75,-0.011,,,
2014/7/21,67.75,68.4,67.45,67.65,-0.1,-0.001,,,
2014/7/28,67.45,67.95,65.9,66.25,-1.2,-0.018,,,
2014/8/4,66.2,66.7,65.05,65.7,-0.5,-0.008,,,
2014/8/11,66,67.25,65.75,67.1,1.1,0.017,,,
2014/8/18,67.1,68.95,66.6,68.75,1.65,0.025,,,
2014/8/25,68.75,69.45,68.55,69.2,0.45,0.007,,,
2014/9/1,69.25,69.95,68.6,69,-0.25,-0.004,,,
2014/9/9,69.4,69.5,67.6,67.75,-1.65,-0.024,,,
2014/9/15,67.15,68.25,67.15,68,0.85,0.013,,,
2014/9/22,67.35,67.35,65.25,65.6,-1.75,-0.026,,,
2014/9/29,65.65,66.7,64.65,66.7,1.05,0.016,,,
2014/10/6,66.65,66.7,65.7,66,-0.65,-0.01,,,
2014/10/13,64.15,64.8,63.25,63.35,-0.8,-0.012,,,
2014/10/20,64.25,65.45,62.8,63.05,-1.2,-0.019,,,
2014/10/27,63.4,65.3,63,65.3,1.9,0.03,,,
2014/11/3,65.3,66.05,64.7,65.2,-0.1,-0.002,,,
2014/11/10,65.4,66.35,64.9,65.7,0.3,0.005,,,
2014/11/17,66.05,66.8,64.8,66.65,0.6,0.009,,,
2014/11/24,66.9,67.85,66.45,67.5,0.6,0.009,,,
2014/12/1,66.3,67.45,65.65,66.85,0.55,0.008,,,
2014/12/8,67.05,67.05,64.7,65.3,-1.75,-0.026,,,
2014/12/15,64.75,65.3,63.4,65.2,0.45,0.007,,,
2014/12/22,65.35,66.5,65.3,66.45,1.1,0.017,,,
2014/12/29,66.6,67.45,66.55,66.85,0.25,0.004,,,
2015/1/5,66.4,66.95,64.7,66.15,-0.25,-0.004,,,
2015/1/12,65.8,66.4,65.35,65.5,-0.3,-0.005,,,
2015/1/19,66.3,68.7,66.05,68.7,2.4,0.036,,,
2015/1/26,68.55,69.25,68,68,-0.55,-0.008,,,
2015/2/2,68.2,69.5,67.9,68.75,0.55,0.008,,,
2015/2/9,68.75,69.65,68.2,69.45,0.7,0.01,,,
2015/2/24,69.95,70.9,69.95,70.3,0.35,0.005,,,
2015/3/2,70.3,70.55,69.3,69.8,-0.5,-0.007,,,
2015/3/9,69.45,69.75,68.3,69.45,0,0,,,
2015/3/16,69.35,70.9,68.85,70.55,1.2,0.017,,,
2015/3/23,70.55,70.9,68.65,68.75,-1.8,-0.026,,,
2015/3/30,68.75,69.75,68.5,69.5,0.75,0.011,,,
2015/4/6,69.55,69.85,68.85,69.65,0.1,0.001,,,
2015/4/13,69.9,69.95,68.4,69.05,-0.85,-0.012,,,
2015/4/20,68.7,72.85,68.55,72.2,3.5,0.051,,,
2015/4/27,73,73.3,71.15,71.45,-1.55,-0.021,,,
2015/5/4,71.45,71.65,70.15,70.5,-0.95,-0.013,,,
2015/5/11,71,71.2,69.7,70,-1,-0.014,,,
2015/5/18,70.05,71.45,69.75,70.7,0.65,0.009,,,
2015/5/25,70.45,71.9,70.3,71.1,0.65,0.009,,,
2015/6/1,71.1,71.15,68.2,68.45,-2.65,-0.037,,,
2015/6/8,68.3,69.05,68,68.8,0.5,0.007,,,
2015/6/15,68.8,69,68.05,68.4,-0.4,-0.006,,,
2015/6/22,68.75,70.65,68.75,70.45,1.7,0.025,,,
2015/6/29,69.35,70.3,68.75,70.1,0.75,0.011,,,
2015/7/6,69.55,70.1,66.1,67.1,-2.45,-0.035,,,
2015/7/13,68,68.95,67.2,68.5,0.5,0.007,,,
2015/7/20,69,69.2,66.55,66.75,-2.25,-0.033,,,
2015/7/27,66.4,66.55,65.1,66.15,-0.25,-0.004,,,
2015/8/3,65.9,66.05,64.2,64.7,-1.2,-0.018,,,
2015/8/10,64.6,65.8,63,63.3,-1.3,-0.02,,,
2015/8/17,63.3,63.3,59.8,59.8,-3.5,-0.055,,,
2015/8/24,59.1,61.9,55.4,61.8,2.7,0.046,,,
2015/8/31,61.3,62.6,60.95,61.35,0.05,0.001,,,
2015/9/7,61.3,64.15,61.1,63.5,2.2,0.036,,,
2015/9/14,63.9,65.15,63.05,64.85,0.95,0.015,,,
2015/9/21,64.05,64.1,61.6,62.25,-1.8,-0.028,,,
2015/9/29,61.45,63.7,61.45,63.25,1.8,0.029,,,
2015/10/5,63.8,65.3,63.25,64.7,0.9,0.014,,,
2015/10/12,65.05,66.35,64.95,65.75,0.7,0.011,,,
2015/10/19,66,66.5,65.25,65.9,-0.1,-0.002,,,
2015/10/26,64.5,64.85,62.8,63.2,-1.3,-0.02,,,
2015/11/2,63.1,65.65,62.6,64.1,1,0.016,,,
2015/11/9,64,64.35,61.55,61.6,-2.4,-0.038,,,
2015/11/16,61.2,62.6,60.6,62.3,1.1,0.018,,,
2015/11/23,62.6,62.95,61.5,61.95,-0.65,-0.01,,,
2015/11/30,60.9,62.75,60.45,61.75,0.85,0.014,,,
2015/12/7,62.2,63,59.75,59.85,-2.35,-0.038,,,
2015/12/14,59.25,61.25,59,60.75,1.5,0.025,,,
2015/12/21,60.05,61.65,59.9,61.6,1.55,0.026,,,
2015/12/28,61.7,61.7,60.45,60.75,-0.95,-0.015,,,
2016/1/5,59.5,59.75,56.7,57.45,-2.05,-0.034,,,
2016/1/11,56.9,57.5,55.85,56.7,-0.2,-0.004,,,
2016/1/18,55.9,57.3,55.6,56.55,0.65,0.012,,,
2016/1/25,57,59.1,56.7,59,2,0.035,,,
2016/2/1,59.5,59.6,58.6,58.95,-0.55,-0.009,,,
2016/2/15,58.3,61.15,58.1,60.85,2.55,0.044,,,
2016/2/22,60.85,61.7,60.2,61.25,0.4,0.007,,,
2016/3/1,61.25,63.3,61.1,63.1,1.85,0.03,,,
2016/3/7,63.2,63.75,62.5,63.55,0.35,0.006,,,
2016/3/14,64,64.9,63,64.7,0.7,0.011,,,
2016/3/21,64.9,65.05,63.7,64.05,-0.85,-0.013,,,
2016/3/28,64.05,65.4,63.5,63.9,-0.15,-0.002,,,
2016/4/6,63.3,63.3,61.6,62.75,-0.55,-0.009,,,
2016/4/11,62.5,64.6,62.15,64.25,1.75,0.028,,,
2016/4/18,64.05,64.65,62.55,63.2,-0.85,-0.013,,,
2016/4/25,63.2,63.9,61.35,61.6,-1.6,-0.025,,,
2016/5/3,61.6,61.6,59.45,59.7,-1.9,-0.031,,,
2016/5/9,59.9,60.3,59,59.15,-0.75,-0.013,,,
2016/5/16,59.15,60.3,59.1,60,0.85,0.014,,,
2016/5/23,60.1,62.65,59.85,62.6,2.5,0.042,,,
2016/5/30,62.6,64.05,62.5,63.85,1.25,0.02,,,
2016/6/6,64,65.55,63.65,65.25,1.25,0.02,,,
2016/6/13,64.3,64.45,63,64.05,-0.25,-0.004,,,
2016/6/20,64.5,64.95,62.05,63.1,-1.4,-0.022,,,
2016/6/27,63.2,66.4,63,66.25,3.05,0.048,,,
